unit,schedule,treatment,treatment_5,treatment_25,npv_5_percent,stock_0,stock_5,stock_25,harvest_value_25,stock_1_0,stock_1_5,stock_1_25,stock_2_0,stock_2_5,stock_2_25,stock_30_0,stock_30_5,stock_30_25,harvest_value_5
43124559,0,donothing,donothing,donothing,5342.485761323742,47.91707216000586,75.79632964591624,186.19762560080633,0.0,0.0,0.0,0.0,2.6131731716261273,4.810662644135584,17.99317591647298,45.303898988379736,70.98566700178066,174.79570632050203,0.0
43124559,1,below_25,donothing,below,5721.504462008788,47.91707216000586,75.79632964591624,74.82269732636236,9876.593373889815,0.0,0.0,0.0,2.6131731716261273,4.810662644135584,5.707215303476469,45.303898988379736,70.98566700178066,71.76414952708791,0.0
43124559,2,above_25,donothing,above,5751.0661645524215,47.91707216000586,75.79632964591624,70.36179628623793,10646.921895769045,0.0,0.0,0.0,2.6131731716261273,4.810662644135584,7.901034133267103,45.303898988379736,70.98566700178066,64.95151709792758,0.0
43124559,3,even_25,donothing,even,5737.864816424477,47.91707216000586,75.79632964591624,72.13677516090333,10302.9168448014,0.0,0.0,0.0,2.6131731716261273,4.810662644135584,6.970925012222987,45.303898988379736,70.98566700178066,67.7194380177893,0.0
43124559,4,clearcut_25,donothing,clearcut,11523.543963789425,47.91707216000586,75.79632964591624,0.04085380583945073,16818.905398880364,0.0,0.0,0.04230000000000001,2.6131731716261273,4.810662644135584,0.0,45.303898988379736,70.98566700178066,0.0,0.0
43124560,0,donothing,donothing,donothing,4356.185951758491,38.910097156808376,63.395427884393825,164.3829471382053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.910097156808376,63.395427884393825,164.3829471382053,0.0
43124560,1,below_25,donothing,below,4795.570086548024,38.910097156808376,63.395427884393825,51.78821245833685,9439.55994161676,0.0,0.0,0.0,0.0,0.0,0.0,38.910097156808376,63.395427884393825,51.78821245833685,0.0
43124560,2,above_25,donothing,above,4829.297358031745,38.910097156808376,63.395427884393825,48.7773316174103,10164.14368424607,0.0,0.0,0.0,0.0,0.0,0.0,38.910097156808376,63.395427884393825,48.7773316174103,0.0
43124560,3,even_25,donothing,even,4826.279860373707,38.910097156808376,63.395427884393825,46.426599565624066,10099.316923875318,0.0,0.0,0.0,0.0,0.0,0.0,38.910097156808376,63.395427884393825,46.426599565624066,0.0
43124560,4,clearcut_25,donothing,clearcut,8662.461785452988,38.910097156808376,63.395427884393825,0.027900000000000008,14074.320833033991,0.0,0.0,0.027900000000000008,0.0,0.0,0.0,38.910097156808376,63.395427884393825,0.0,0.0
43124560,5,below_5,below,donothing,2807.23529479594,38.910097156808376,40.6104796567926,120.03761203391316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.910097156808376,40.6104796567926,120.03761203391316,992.2467976543162
43124560,6,below_5 + below_25,below,below,3090.458777821248,38.910097156808376,40.6104796567926,51.81049986080433,6084.664495616143,0.0,0.0,0.0,0.0,0.0,0.0,38.910097156808376,40.6104796567926,51.81049986080433,992.2467976543162
43124560,7,below_5 + above_25,below,above,3109.004216471939,38.910097156808376,40.6104796567926,49.61875557068772,6483.08757447993,0.0,0.0,0.0,0.0,0.0,0.0,38.910097156808376,40.6104796567926,49.61875557068772,992.2467976543162
43124560,8,below_5 + even_25,below,even,3117.2128907560455,38.910097156808376,40.6104796567926,46.505030352570934,6659.439579049164,0.0,0.0,0.0,0.0,0.0,0.0,38.910097156808376,40.6104796567926,46.505030352570934,992.2467976543162
43124560,9,below_5 + clearcut_25,below,clearcut,6964.412500357769,38.910097156808376,40.6104796567926,0.027900000000000008,10871.143189523307,0.0,0.0,0.027900000000000008,0.0,0.0,0.0,38.910097156808376,40.6104796567926,0.0,992.2467976543162
43124560,10,above_5,above,donothing,2603.712348350043,38.910097156808376,39.70976818267118,119.98452673949015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.910097156808376,39.70976818267118,119.98452673949015,1179.9768222101404
43124560,11,above_5 + below_25,above,below,2883.079467957466,38.910097156808376,39.70976818267118,50.64806574250046,6001.815865550695,0.0,0.0,0.0,0.0,0.0,0.0,38.910097156808376,39.70976818267118,50.64806574250046,1179.9768222101404
43124560,12,above_5 + above_25,above,above,2903.6694670130487,38.910097156808376,39.70976818267118,48.46164405390151,6444.163494638643,0.0,0.0,0.0,0.0,0.0,0.0,38.910097156808376,39.70976818267118,48.46164405390151,1179.9768222101404
43124560,13,above_5 + even_25,above,even,2905.0314984649062,38.910097156808376,39.70976818267118,46.48446402184686,6473.4248550614675,0.0,0.0,0.0,0.0,0.0,0.0,38.910097156808376,39.70976818267118,46.48446402184686,1179.9768222101404
