unit,schedule,treatment,treatment_5,treatment_25,npv_5_percent,stock_0,stock_5,stock_25,harvest_value_5,harvest_value_25,stock_1_0,stock_1_5,stock_1_25,stock_2_0,stock_2_5,stock_2_25,stock_30_0,stock_30_5,stock_30_25
43124562,2,above_25,donothing,above,4907.220967766325,52.12804907945051,85.90579847270322,63.108259485836776,0.0,10712.71709467305,0.0,0.0,0.0,0.0,0.0,0.0,52.12804907945051,85.90579847270322,63.108259485836776
43124562,3,even_25,donothing,even,4884.594546287702,52.12804907945051,85.90579847270322,64.27262523963627,0.0,10226.619748636573,0.0,0.0,0.0,0.0,0.0,0.0,52.12804907945051,85.90579847270322,64.27262523963627
43124562,4,below_5,below,donothing,4723.482086285407,52.12804907945051,52.982124547595895,160.85580312595084,1379.1150941838375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.12804907945051,52.982124547595895,160.85580312595084
43124562,5,below_5 + below_25,below,below,5013.953418111786,52.12804907945051,52.982124547595895,67.82236275283688,1379.1150941838375,6240.374494654258,0.0,0.0,0.0,0.0,0.0,0.0,52.12804907945051,52.982124547595895,67.82236275283688
43124562,6,below_5 + above_25,below,above,5040.804757588544,52.12804907945051,52.982124547595895,64.71360120398472,1379.1150941838375,6817.238355760583,0.0,0.0,0.0,0.0,0.0,0.0,52.12804907945051,52.982124547595895,64.71360120398472
43124562,7,below_5 + even_25,below,even,5039.475750309845,52.12804907945051,52.982124547595895,62.318833905543606,1379.1150941838375,6788.686473986084,0.0,0.0,0.0,0.0,0.0,0.0,52.12804907945051,52.982124547595895,62.318833905543606
43124562,8,below_5 + clearcut_25,below,clearcut,10186.052015791067,52.12804907945051,52.982124547595895,0.03780000000000001,1379.1150941838375,11082.13113903198,0.0,0.0,0.03780000000000001,0.0,0.0,0.0,52.12804907945051,52.982124547595895,0.0
43124562,9,above_5,above,donothing,4870.821889765299,52.12804907945051,50.45761598029717,160.9543506521133,1684.7120683307792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.12804907945051,50.45761598029717,160.9543506521133
43124562,10,above_5 + below_25,above,below,5150.333877271031,52.12804907945051,50.45761598029717,67.48083691571807,1684.7120683307792,6004.928151820089,0.0,0.0,0.0,0.0,0.0,0.0,52.12804907945051,50.45761598029717,67.48083691571807
43124562,11,above_5 + above_25,above,above,5183.613428629863,52.12804907945051,50.45761598029717,63.22460200008527,1684.7120683307792,6719.893247299207,0.0,0.0,0.0,0.0,0.0,0.0,52.12804907945051,50.45761598029717,63.22460200008527
43124562,12,above_5 + even_25,above,even,5174.277936564986,52.12804907945051,50.45761598029717,62.35701323631922,1684.7120683307792,6519.333122448303,0.0,0.0,0.0,0.0,0.0,0.0,52.12804907945051,50.45761598029717,62.35701323631922
43124562,13,even_5,even,donothing,4765.348615821456,52.12804907945051,50.72651494014655,157.53884366151294,1579.630413807632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.12804907945051,50.72651494014655,157.53884366151294
43124562,14,even_5 + below_25,even,below,5041.146917962497,52.12804907945051,50.72651494014655,66.98545595106849,1579.630413807632,5925.144762233001,0.0,0.0,0.0,0.0,0.0,0.0,52.12804907945051,50.72651494014655,66.98545595106849
